id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
164377,25300.0,3,15.99,889.35,C,C5,54.0,,1,55000.0,0,2017-04-01,1,0,167.0,8,2.62,0.0,760.0,764.0,13.0,0.0,0.0,2671.0,2.0,25.0,1,0,Nov-1994,0.0,1.0,0.0,6.0,6.0,6.0,10.0,19.0,0.0,13.0,25.0,6.0,13.0,0.0,0.0,0.0,3.0
314792,6000.0,3,7.89,187.72,A,A5,43687.0,9 years,0,94500.0,2,2015-09-01,0,9,235.0,8,22.03,0.0,725.0,729.0,12.0,0.0,0.0,15289.0,40.8,28.0,1,0,May-2003,10.0,1.0,0.0,4.0,5.0,5.0,5.0,6.0,13.0,7.0,10.0,5.0,12.0,0.0,0.0,0.0,2.0
332076,31025.0,3,16.55,1099.2,D,D2,1039.0,5 years,0,120000.0,2,2015-08-01,1,0,141.0,13,28.14,2.0,680.0,684.0,11.0,0.0,0.0,25307.0,87.6,25.0,1,0,Sep-2000,0.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,10.0,4.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0
70692,7200.0,3,9.67,231.21,B,B1,47775.0,10+ years,1,40000.0,1,2014-04-01,0,0,170.0,23,23.53,3.0,685.0,689.0,17.0,0.0,0.0,4254.0,25.0,54.0,1,0,Dec-1986,0.0,1.0,4.0,2.0,8.0,8.0,2.0,17.0,7.0,14.0,43.0,8.0,16.0,0.0,0.0,2.0,4.0
254366,16000.0,3,12.99,539.03,C,C2,1466.0,10+ years,2,79000.0,1,2016-02-01,1,0,196.0,14,18.7,0.0,665.0,669.0,10.0,3.0,3.0,9115.0,73.5,31.0,0,0,Jan-1999,2.0,1.0,1.0,2.0,7.0,7.0,2.0,4.0,18.0,7.0,12.0,7.0,10.0,0.0,0.0,0.0,5.0
26861,23600.0,3,18.99,864.97,E,E1,183393.0,8 years,1,49358.0,2,2014-10-01,1,4,161.0,14,26.28,2.0,680.0,684.0,11.0,0.0,0.0,13784.0,74.1,57.0,1,0,Aug-1987,4.0,1.0,0.0,2.0,7.0,7.0,2.0,2.0,43.0,8.0,14.0,7.0,11.0,0.0,0.0,1.0,4.0
261153,18800.0,3,19.72,696.0,D,D5,330617.0,10+ years,0,68000.0,2,2012-10-01,0,0,557.0,7,18.65,0.0,670.0,674.0,12.0,0.0,0.0,21078.0,94.5,16.0,1,0,Sep-1996,6748.0,1.0,0.0,6.0,9.0,9.0,6.0,8.0,3.0,9.0,11.0,9.0,12.0,0.0,0.0,0.0,1.0
466805,3050.0,3,16.02,107.26,C,C5,54.0,,2,23544.0,2,2017-09-01,0,2,302.0,30,3.06,0.0,765.0,769.0,4.0,0.0,0.0,404.0,13.5,9.0,1,0,Jun-2005,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0
575868,6650.0,3,14.46,228.77,C,C4,1509.0,8 years,2,30000.0,1,2016-05-01,0,0,614.0,3,16.62,0.0,755.0,759.0,16.0,0.0,0.0,2200.0,9.1,20.0,1,0,Oct-2005,0.0,1.0,0.0,6.0,9.0,9.0,7.0,9.0,2.0,14.0,17.0,9.0,16.0,0.0,0.0,0.0,9.0
361482,1500.0,3,5.32,45.18,A,A1,97.0,10+ years,1,65000.0,0,2017-09-01,0,2,31.0,2,22.32,0.0,730.0,734.0,18.0,0.0,0.0,5165.0,10.6,31.0,0,0,Oct-1996,5.0,1.0,1.0,6.0,10.0,10.0,9.0,12.0,7.0,16.0,24.0,10.0,18.0,0.0,0.0,0.0,3.0
625284,20000.0,3,8.39,630.34,A,A5,426.0,10+ years,2,46000.0,1,2014-08-01,0,2,5.0,4,6.42,0.0,720.0,724.0,5.0,0.0,0.0,6205.0,54.0,20.0,1,0,Jan-2003,5.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,14.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0
91681,19125.0,3,14.49,658.21,C,C4,511.0,10+ years,1,63500.0,1,2016-06-01,1,0,74.0,30,14.99,0.0,675.0,679.0,8.0,2.0,2.0,9407.0,36.3,33.0,0,0,Feb-1986,0.0,1.0,0.0,5.0,5.0,5.0,5.0,17.0,5.0,7.0,23.0,5.0,8.0,0.0,0.0,0.0,2.0
661298,16000.0,3,12.62,536.18,C,C1,22.0,4 years,1,65000.0,2,2017-10-01,1,0,152.0,14,24.34,0.0,710.0,714.0,19.0,0.0,0.0,8710.0,13.3,53.0,0,0,Jan-2005,0.0,1.0,0.0,2.0,5.0,5.0,6.0,8.0,29.0,16.0,24.0,5.0,19.0,0.0,0.0,0.0,3.0
90627,33000.0,5,18.49,846.81,E,E2,12850.0,10+ years,0,72000.0,1,2015-12-01,1,0,468.0,0,13.84,0.0,695.0,699.0,30.0,0.0,0.0,32203.0,34.9,59.0,1,0,Jun-1999,0.0,1.0,1.0,5.0,9.0,9.0,13.0,27.0,10.0,26.0,45.0,9.0,30.0,0.0,0.0,0.0,5.0
211879,15000.0,3,16.02,527.51,C,C5,148.0,10+ years,1,115000.0,1,2017-05-01,0,0,4.0,3,15.78,0.0,660.0,664.0,15.0,3.0,0.0,8315.0,62.5,22.0,0,0,Nov-1998,0.0,1.0,2.0,9.0,12.0,12.0,9.0,13.0,3.0,12.0,19.0,12.0,15.0,0.0,0.0,0.0,4.0
55014,4800.0,3,16.55,170.07,D,D2,2798.0,10+ years,0,96000.0,2,2015-07-01,0,4,697.0,39,33.85,0.0,705.0,709.0,19.0,0.0,0.0,58238.0,74.0,40.0,1,0,Oct-1980,4.0,1.0,0.0,10.0,14.0,14.0,17.0,17.0,7.0,14.0,28.0,14.0,19.0,,0.0,0.0,1.0
758775,10000.0,5,25.82,298.34,E,E4,9143.0,< 1 year,1,27000.0,2,2017-09-01,1,0,480.0,8,27.64,2.0,695.0,699.0,15.0,0.0,0.0,5206.0,18.0,25.0,0,0,Apr-2012,0.0,1.0,0.0,3.0,4.0,4.0,7.0,10.0,5.0,12.0,20.0,4.0,15.0,0.0,0.0,0.0,1.0
455550,20000.0,5,19.03,519.15,D,D3,68101.0,< 1 year,0,73296.0,2,2017-11-01,1,0,50.0,13,42.98,0.0,680.0,684.0,13.0,0.0,0.0,16431.0,96.7,26.0,0,1,Dec-1976,0.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,16.0,7.0,9.0,6.0,13.0,0.0,0.0,0.0,3.0
453933,4425.0,3,16.99,157.75,D,D1,97.0,2 years,1,70000.0,2,2014-02-01,0,1,736.0,31,23.26,1.0,670.0,674.0,9.0,1.0,1.0,3652.0,29.7,23.0,0,0,Jul-2000,1.0,1.0,1.0,5.0,6.0,6.0,5.0,6.0,14.0,6.0,9.0,6.0,9.0,0.0,0.0,0.0,1.0
416183,10625.0,3,16.99,378.76,D,D1,54.0,,1,40000.0,2,2014-01-01,1,0,167.0,8,20.04,0.0,680.0,684.0,11.0,0.0,0.0,9703.0,76.4,25.0,1,0,Feb-1983,800.0,1.0,3.0,7.0,9.0,9.0,7.0,13.0,3.0,10.0,20.0,9.0,11.0,0.0,0.0,0.0,2.0
170057,17000.0,3,14.08,581.69,C,C3,745.0,< 1 year,1,30000.0,0,2017-10-01,1,4,386.0,19,26.08,0.0,720.0,724.0,9.0,0.0,0.0,15672.0,49.9,10.0,0,1,Jun-2012,4.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,6.0,7.0,3.0,9.0,0.0,0.0,0.0,1.0
305280,10000.0,3,11.98,332.05,B,B5,218519.0,10+ years,0,85000.0,1,2018-04-01,0,4,276.0,20,10.94,3.0,675.0,679.0,12.0,0.0,0.0,10144.0,73.0,22.0,0,0,Apr-1988,4.0,1.0,2.0,7.0,8.0,8.0,7.0,13.0,4.0,9.0,16.0,8.0,12.0,0.0,0.0,1.0,2.0
197855,5000.0,3,9.17,159.4,B,B2,161.0,< 1 year,0,67000.0,1,2015-10-01,1,4,86.0,35,21.24,0.0,715.0,719.0,9.0,0.0,0.0,13616.0,55.6,22.0,0,0,Jul-2004,4.0,1.0,1.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,7.0,4.0,9.0,0.0,0.0,0.0,3.0
67821,3000.0,3,15.99,105.46,D,D2,38.0,1 year,0,37000.0,0,2015-01-01,1,5,228.0,24,26.18,1.0,695.0,699.0,24.0,0.0,0.0,9940.0,38.1,29.0,1,0,Jun-2005,6.0,1.0,0.0,2.0,2.0,2.0,8.0,10.0,13.0,12.0,16.0,2.0,24.0,0.0,0.0,0.0,4.0
293334,11000.0,3,13.53,373.45,B,B5,213245.0,10+ years,0,43000.0,0,2014-01-01,0,2,32.0,21,12.14,0.0,670.0,674.0,9.0,0.0,0.0,10290.0,52.8,20.0,1,0,Jan-2002,5.0,1.0,0.0,5.0,7.0,7.0,5.0,10.0,5.0,7.0,14.0,7.0,9.0,0.0,0.0,0.0,3.0
439069,5000.0,3,13.18,168.91,C,C3,7638.0,5 years,1,32000.0,1,2015-12-01,1,9,78.0,19,22.69,0.0,680.0,684.0,8.0,0.0,0.0,7493.0,72.7,12.0,0,0,Mar-2005,10.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,8.0,0.0,0.0,0.0,3.0
312457,20000.0,5,16.02,486.58,C,C5,142572.0,< 1 year,0,130000.0,0,2017-05-01,1,0,745.0,34,20.61,0.0,665.0,669.0,19.0,1.0,1.0,47591.0,73.3,43.0,0,1,Feb-1999,0.0,1.0,0.0,2.0,12.0,12.0,2.0,7.0,13.0,14.0,25.0,12.0,19.0,0.0,0.0,0.0,2.0
301988,4000.0,3,13.66,136.06,C,C3,172232.0,10+ years,0,45000.0,0,2014-11-01,0,3,493.0,42,23.41,0.0,710.0,714.0,8.0,1.0,1.0,2791.0,28.2,11.0,0,0,Jan-2007,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,8.0,0.0,0.0,0.0,2.0
701066,30000.0,3,5.32,903.45,A,A1,150133.0,1 year,0,118000.0,1,2016-03-01,0,4,35.0,14,12.57,1.0,715.0,719.0,18.0,0.0,0.0,40625.0,40.5,37.0,0,0,Nov-1997,4.0,1.0,0.0,4.0,7.0,7.0,6.0,12.0,3.0,15.0,31.0,7.0,18.0,0.0,0.0,0.0,4.0
653767,35000.0,3,18.24,1269.56,D,D5,63253.0,< 1 year,1,193000.0,2,2014-06-01,0,0,17.0,13,6.07,0.0,695.0,699.0,8.0,0.0,0.0,19712.0,70.7,10.0,1,0,Oct-1997,0.0,1.0,0.0,4.0,5.0,5.0,5.0,7.0,1.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,2.0
426252,25000.0,3,12.59,837.43,C,C2,185.0,10+ years,1,90000.0,0,2015-11-01,0,0,240.0,21,22.11,0.0,695.0,699.0,7.0,0.0,0.0,22493.0,78.1,16.0,0,0,May-2005,0.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,8.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,1.0
570479,14000.0,3,12.74,469.97,C,C1,1156.0,6 years,1,50000.0,1,2016-12-01,1,0,47.0,17,24.44,0.0,665.0,669.0,5.0,1.0,1.0,14777.0,66.0,14.0,0,0,Mar-2006,0.0,1.0,0.0,1.0,4.0,4.0,1.0,3.0,8.0,4.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0
114783,10000.0,3,7.39,310.56,A,A4,307.0,9 years,0,61800.0,1,2016-04-01,0,4,105.0,17,13.5,0.0,695.0,699.0,10.0,1.0,1.0,7769.0,46.0,16.0,0,0,Sep-2011,4.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,6.0,7.0,9.0,5.0,10.0,0.0,0.0,0.0,1.0
662122,12800.0,3,15.31,445.67,C,C2,304600.0,10+ years,0,42250.0,0,2013-04-01,0,0,588.0,4,11.93,0.0,685.0,689.0,5.0,1.0,1.0,6328.0,68.8,17.0,1,0,Nov-2001,0.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,6.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0
551213,6925.0,3,12.88,232.94,C,C2,812.0,10+ years,1,38000.0,1,2016-01-01,1,0,338.0,4,19.2,0.0,670.0,674.0,13.0,0.0,0.0,8636.0,61.2,18.0,0,0,Apr-2002,0.0,1.0,2.0,6.0,10.0,10.0,7.0,7.0,7.0,11.0,11.0,10.0,13.0,0.0,0.0,0.0,3.0
277442,5000.0,3,25.44,199.97,F,F2,153.0,10+ years,1,84000.0,1,2016-06-01,1,7,106.0,12,21.88,0.0,715.0,719.0,8.0,0.0,0.0,3033.0,30.0,16.0,1,0,Apr-2005,8.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,10.0,5.0,6.0,4.0,8.0,0.0,0.0,0.0,9.0
644902,11300.0,3,15.61,395.11,D,D1,2205.0,< 1 year,0,40000.0,0,2014-09-01,0,0,47.0,17,12.93,0.0,680.0,684.0,5.0,3.0,3.0,996.0,21.2,18.0,1,0,Oct-2001,0.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,5.0,3.0,11.0,1.0,4.0,0.0,0.0,0.0,2.0
711554,20000.0,5,21.49,546.6,D,D5,8548.0,7 years,2,48000.0,0,2016-12-01,1,3,86.0,35,9.78,0.0,680.0,684.0,5.0,0.0,0.0,7848.0,21.6,18.0,0,0,Apr-1985,3.0,1.0,3.0,3.0,4.0,4.0,3.0,7.0,6.0,5.0,10.0,4.0,5.0,0.0,0.0,0.0,1.0
798201,22000.0,5,14.49,517.51,C,C4,5236.0,10+ years,0,79446.0,1,2014-10-01,0,0,134.0,8,16.22,0.0,710.0,714.0,9.0,0.0,0.0,28599.0,81.9,25.0,0,0,Dec-1989,0.0,1.0,0.0,4.0,5.0,5.0,4.0,7.0,6.0,6.0,15.0,5.0,9.0,0.0,0.0,0.0,2.0
219868,11000.0,3,6.24,335.84,A,A2,34.0,5 years,1,85000.0,1,2015-08-01,0,4,124.0,13,16.41,0.0,690.0,694.0,13.0,0.0,0.0,10157.0,40.1,24.0,0,0,Dec-2000,4.0,1.0,0.0,4.0,5.0,5.0,5.0,9.0,9.0,7.0,14.0,5.0,13.0,0.0,0.0,0.0,3.0
404265,12000.0,3,10.99,392.81,B,B4,689.0,7 years,1,120000.0,0,2016-07-01,0,0,277.0,8,12.78,3.0,660.0,664.0,9.0,1.0,1.0,4035.0,82.3,20.0,0,0,Jan-1999,0.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,16.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,2.0
554501,20000.0,3,14.49,688.33,C,C4,62.0,10+ years,1,105000.0,1,2016-07-01,0,0,215.0,8,4.33,0.0,710.0,714.0,14.0,1.0,1.0,9704.0,25.4,32.0,0,0,Apr-2003,0.0,1.0,0.0,1.0,3.0,3.0,7.0,10.0,11.0,13.0,20.0,3.0,14.0,0.0,0.0,0.0,5.0
271116,20000.0,5,14.65,472.14,C,C3,350245.0,10+ years,0,96600.0,2,2012-02-01,0,4,747.0,29,19.64,0.0,725.0,729.0,14.0,0.0,0.0,16542.0,83.5,33.0,1,0,Jul-1979,28.0,1.0,,,,,,,,,,,,,,,
795414,12250.0,3,9.67,393.38,B,B1,6144.0,8 years,0,35000.0,1,2013-11-01,0,0,91.0,7,21.12,0.0,725.0,729.0,18.0,0.0,0.0,23140.0,55.4,31.0,1,0,Aug-1992,0.0,1.0,0.0,3.0,7.0,7.0,3.0,7.0,10.0,9.0,19.0,7.0,18.0,0.0,0.0,0.0,3.0
344357,14000.0,3,12.88,470.91,C,C2,59093.0,5 years,0,105000.0,1,2016-01-01,0,2,539.0,42,29.23,0.0,695.0,699.0,13.0,0.0,0.0,9159.0,46.3,22.0,1,0,Mar-2004,5.0,1.0,0.0,5.0,7.0,7.0,5.0,5.0,12.0,7.0,9.0,7.0,13.0,0.0,0.0,0.0,1.0
735934,20000.0,3,7.49,622.04,A,A4,10230.0,2 years,1,125000.0,2,2014-12-01,0,9,32.0,21,0.91,0.0,770.0,774.0,4.0,0.0,0.0,4353.0,15.9,10.0,1,0,Sep-2003,10.0,1.0,0.0,2.0,2.0,2.0,3.0,7.0,2.0,3.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0
704408,21000.0,5,20.75,565.18,E,E2,163887.0,10+ years,0,104000.0,1,2016-02-01,0,0,498.0,32,26.73,0.0,685.0,689.0,12.0,0.0,0.0,55704.0,91.5,22.0,0,0,Sep-1999,0.0,1.0,0.0,3.0,7.0,7.0,3.0,7.0,6.0,9.0,15.0,8.0,12.0,0.0,0.0,0.0,1.0
181332,19350.0,3,12.49,647.24,B,B5,1550.0,1 year,0,69118.0,0,2014-10-01,0,4,316.0,26,25.44,0.0,680.0,684.0,15.0,1.0,1.0,18040.0,69.1,37.0,1,0,Aug-2000,4.0,1.0,0.0,4.0,8.0,8.0,4.0,10.0,7.0,12.0,28.0,8.0,15.0,0.0,0.0,0.0,4.0
636871,6000.0,3,14.99,207.97,C,C5,25710.0,1 year,0,20000.0,1,2014-10-01,1,5,32.0,21,29.29,0.0,685.0,689.0,6.0,0.0,0.0,8284.0,60.5,11.0,1,0,May-2006,6.0,1.0,0.0,2.0,5.0,5.0,2.0,4.0,4.0,5.0,7.0,5.0,6.0,0.0,0.0,0.0,2.0
54694,25000.0,5,19.05,649.21,D,D4,308429.0,5 years,2,68000.0,2,2013-04-01,0,0,112.0,23,32.82,0.0,690.0,694.0,19.0,0.0,0.0,23883.0,62.8,32.0,0,0,Aug-2001,0.0,1.0,0.0,4.0,4.0,4.0,4.0,7.0,16.0,9.0,16.0,4.0,18.0,0.0,0.0,0.0,0.0
100533,14400.0,3,19.99,535.09,D,D4,96276.0,10+ years,0,40000.0,2,2016-10-01,0,0,352.0,11,19.5,0.0,685.0,689.0,7.0,0.0,0.0,1420.0,32.3,24.0,1,0,Sep-2006,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,19.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0
237182,10000.0,3,16.29,353.01,D,D2,19.0,1 year,0,45000.0,1,2014-09-01,1,4,197.0,4,20.77,0.0,680.0,684.0,11.0,1.0,1.0,11220.0,43.5,18.0,0,0,Dec-2002,4.0,1.0,0.0,4.0,5.0,5.0,6.0,9.0,1.0,9.0,16.0,5.0,11.0,0.0,0.0,0.0,5.0
615890,12900.0,5,23.99,371.04,F,F3,20766.0,10+ years,0,38000.0,2,2015-10-01,1,0,26.0,18,18.0,0.0,660.0,664.0,8.0,0.0,0.0,15193.0,95.6,45.0,0,0,Nov-2002,0.0,1.0,2.0,2.0,6.0,6.0,2.0,2.0,37.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,2.0
36601,8000.0,3,8.18,251.36,B,B1,3189.0,3 years,1,25000.0,0,2015-02-01,0,0,4.0,3,29.24,0.0,720.0,724.0,12.0,0.0,0.0,5976.0,33.6,18.0,1,0,Feb-2007,0.0,1.0,0.0,3.0,3.0,3.0,6.0,7.0,5.0,10.0,13.0,3.0,12.0,0.0,0.0,0.0,3.0
475153,4000.0,3,15.05,138.76,C,C4,365584.0,10+ years,0,110000.0,0,2017-11-01,1,0,373.0,13,19.03,0.0,675.0,679.0,16.0,0.0,0.0,19339.0,48.1,42.0,1,1,Aug-1990,0.0,1.0,3.0,1.0,3.0,3.0,2.0,7.0,15.0,11.0,21.0,3.0,16.0,0.0,0.0,0.0,7.0
216888,8150.0,3,19.99,302.85,E,E1,54.0,,1,24000.0,2,2016-02-01,1,6,4.0,3,14.41,0.0,665.0,669.0,4.0,0.0,0.0,9316.0,81.0,9.0,1,0,Jun-1991,7.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0
408026,35000.0,5,21.15,949.83,E,E2,233188.0,6 years,0,120000.0,2,2013-09-01,1,0,690.0,2,15.37,1.0,675.0,679.0,20.0,0.0,0.0,31883.0,67.1,37.0,1,0,Jul-1993,193.0,1.0,0.0,6.0,12.0,12.0,7.0,15.0,7.0,17.0,26.0,12.0,20.0,0.0,0.0,0.0,1.0
531129,10100.0,5,18.06,256.81,D,D2,54.0,3 years,0,45000.0,1,2017-11-01,1,0,184.0,26,31.17,0.0,775.0,779.0,15.0,0.0,0.0,2242.0,9.1,27.0,0,0,Sep-1999,0.0,1.0,0.0,2.0,3.0,3.0,4.0,7.0,14.0,7.0,11.0,3.0,15.0,0.0,0.0,0.0,5.0
89254,25000.0,3,7.07,772.73,A,A2,2149.0,10+ years,0,140000.0,2,2017-06-01,0,4,510.0,47,15.81,0.0,725.0,729.0,10.0,0.0,0.0,34355.0,63.9,20.0,0,0,Dec-1992,4.0,1.0,0.0,4.0,5.0,5.0,5.0,10.0,4.0,7.0,13.0,5.0,10.0,0.0,0.0,0.0,0.0
426093,1600.0,3,12.62,53.62,C,C1,1277.0,< 1 year,2,65239.0,1,2017-09-01,1,0,140.0,8,3.92,0.0,675.0,679.0,12.0,0.0,0.0,6051.0,63.0,12.0,0,1,Sep-2012,0.0,1.0,0.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,12.0,0.0,0.0,0.0,1.0
12510,14475.0,3,18.25,525.13,E,E1,47127.0,2 years,1,45500.0,1,2015-09-01,1,0,276.0,20,32.89,0.0,660.0,664.0,14.0,0.0,0.0,7132.0,46.3,22.0,0,0,Mar-2004,0.0,1.0,1.0,3.0,9.0,9.0,4.0,6.0,3.0,11.0,17.0,9.0,14.0,0.0,0.0,0.0,10.0
12045,12500.0,3,11.99,415.12,C,C1,199.0,3 years,1,65000.0,2,2016-01-01,1,4,75.0,33,16.8,0.0,670.0,674.0,10.0,0.0,0.0,21603.0,58.7,19.0,0,0,Jan-2003,4.0,1.0,0.0,4.0,6.0,6.0,4.0,5.0,10.0,7.0,9.0,6.0,10.0,0.0,0.0,0.0,2.0
216870,12000.0,3,6.89,369.93,A,A3,37865.0,10+ years,2,65000.0,0,2015-10-01,0,0,304.0,8,18.32,0.0,735.0,739.0,8.0,0.0,0.0,9096.0,29.0,21.0,1,0,Feb-2003,0.0,1.0,0.0,1.0,3.0,3.0,2.0,5.0,6.0,6.0,14.0,3.0,8.0,0.0,0.0,0.0,1.0
178341,3500.0,3,7.96,109.62,A,A5,422.0,1 year,1,65000.0,0,2018-04-01,0,10,156.0,18,2.01,0.0,715.0,719.0,5.0,0.0,0.0,3822.0,41.5,12.0,0,0,Jan-2005,11.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,5.0,9.0,3.0,5.0,0.0,0.0,0.0,1.0
769626,20000.0,3,9.17,637.58,B,B2,92368.0,7 years,0,47600.0,1,2015-03-01,0,4,161.0,14,37.34,0.0,710.0,714.0,29.0,0.0,0.0,33201.0,54.0,62.0,1,0,Feb-2002,4.0,1.0,0.0,8.0,11.0,11.0,11.0,17.0,32.0,23.0,29.0,11.0,29.0,0.0,0.0,0.0,2.0
670445,13550.0,3,17.14,484.04,D,D4,104378.0,2 years,1,40000.0,2,2015-01-01,1,0,225.0,18,24.07,0.0,665.0,669.0,10.0,0.0,0.0,22501.0,97.0,14.0,1,0,Feb-2003,0.0,1.0,1.0,9.0,10.0,10.0,9.0,11.0,0.0,10.0,14.0,10.0,10.0,0.0,0.0,0.0,1.0
113420,6675.0,3,13.35,226.04,C,C2,2670.0,3 years,0,15000.0,2,2014-10-01,0,4,112.0,23,22.0,0.0,700.0,704.0,12.0,0.0,0.0,7167.0,29.0,15.0,1,0,Sep-2000,4.0,1.0,1.0,4.0,9.0,9.0,5.0,5.0,2.0,12.0,13.0,9.0,12.0,0.0,0.0,0.0,2.0
623877,12000.0,5,9.99,254.91,B,B3,634.0,< 1 year,0,92500.0,1,2015-04-01,0,0,123.0,12,19.43,0.0,705.0,709.0,23.0,0.0,0.0,19493.0,47.2,37.0,0,0,Oct-1986,0.0,1.0,0.0,5.0,9.0,9.0,6.0,12.0,11.0,15.0,24.0,9.0,23.0,0.0,0.0,0.0,5.0
540094,1000.0,3,13.59,33.98,C,C2,117186.0,1 year,1,37961.0,1,2017-09-01,0,0,160.0,4,20.5,2.0,665.0,669.0,9.0,0.0,0.0,1030.0,14.5,23.0,0,0,Feb-2005,0.0,1.0,7.0,1.0,2.0,2.0,2.0,4.0,10.0,5.0,13.0,2.0,9.0,0.0,0.0,2.0,3.0
251893,13000.0,3,10.99,425.55,B,B4,115.0,8 years,0,68000.0,2,2015-02-01,0,4,116.0,14,28.32,0.0,695.0,699.0,19.0,0.0,0.0,38466.0,66.6,21.0,1,0,Jun-1995,4.0,1.0,0.0,7.0,11.0,11.0,7.0,7.0,3.0,15.0,16.0,11.0,19.0,0.0,0.0,0.0,5.0
598876,18000.0,3,6.68,553.16,A,A3,18217.0,2 years,1,85000.0,1,2015-04-01,0,4,157.0,8,14.05,0.0,670.0,674.0,7.0,4.0,0.0,22254.0,66.0,15.0,0,0,Feb-2004,4.0,1.0,0.0,5.0,5.0,5.0,6.0,9.0,4.0,6.0,11.0,5.0,7.0,0.0,0.0,0.0,0.0
580871,12900.0,3,18.06,466.76,D,D2,97.0,< 1 year,1,65000.0,2,2017-08-01,1,0,619.0,11,17.21,0.0,670.0,674.0,4.0,0.0,0.0,1945.0,55.6,10.0,0,0,Apr-2001,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
273730,10000.0,3,7.35,310.38,A,A4,1773.0,2 years,1,42000.0,1,2018-02-01,0,3,373.0,13,4.63,0.0,745.0,749.0,9.0,0.0,0.0,5946.0,15.0,12.0,0,0,Sep-2001,3.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,2.0,9.0,10.0,5.0,9.0,0.0,0.0,0.0,3.0
371342,10000.0,3,9.44,320.05,B,B1,1470.0,< 1 year,0,125000.0,0,2017-06-01,1,0,48.0,10,13.01,0.0,700.0,704.0,13.0,0.0,0.0,22741.0,65.0,22.0,0,0,May-2004,0.0,1.0,0.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,16.0,8.0,12.0,,0.0,0.0,3.0
661518,4650.0,3,19.22,170.97,D,D4,87.0,< 1 year,2,20000.0,0,2014-01-01,1,0,326.0,17,3.0,2.0,710.0,714.0,5.0,0.0,0.0,197.0,6.8,16.0,1,0,Jun-2006,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,5.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0
237137,12000.0,3,7.99,375.99,A,A5,53511.0,10+ years,0,91000.0,1,2017-05-01,0,2,2.0,2,20.7,0.0,685.0,689.0,19.0,0.0,0.0,12519.0,31.2,27.0,0,0,Apr-2008,5.0,1.0,0.0,7.0,10.0,10.0,10.0,11.0,6.0,15.0,17.0,10.0,19.0,0.0,0.0,0.0,5.0
25357,9450.0,3,17.77,340.56,D,D1,265797.0,1 year,0,28000.0,2,2013-01-01,1,4,416.0,19,21.43,1.0,680.0,684.0,14.0,0.0,0.0,11747.0,71.6,41.0,1,0,May-1986,22072.0,1.0,0.0,6.0,12.0,12.0,7.0,23.0,3.0,13.0,35.0,12.0,14.0,0.0,0.0,0.0,5.0
